"Aw, ka nu leh pa ka ngai","Yes, I miss my parents"
"Aih, ka lung a leng lo","No, I am not feeling lonely"
Kar hlaa ngaihzawng neih hi ka hua,I hate long distance relationship
Kan khua ka ngai,I miss my village
I tap e law?,Are you crying?
Tap suh,Don't cry
Ka tap lo thei lo a ni,I can't stop crying
Eng nga tinge i tah a?,Why are you crying?
In lam ka ngai a ni.,I am feeling homesick
Tap tawh lo hram rawh,Try to stop crying
Tap lo turin min ti lui thei lo ang,You can't force me to stop crying
"Awle, i thu thu a ni","Okay, it's up to you"
Khawngaihin min lo kal bo san rih rawh,Please leave me alone
I bulah ka awm reng ang,I will be with you
Khawiah emaw kal ka mamawhin ka hria,I think i need to go somewhere
I bulah ka lo kal ve ang,I will go along with you
Keimahin ka kal ang,I will go by myself
Kalpui tur i mamawh lo a mi?,Don't you need accompany?
"Aw, keimahin ka ti thei e","Yes, I can do it by myself"
Min ti tap suh,Don't make me cry
Ka tih tum reng a ni bik lo,It's not my intention
Anih chuan eng nge i rilruah awm a?,"If so, what's on your mind?"
Ka rilruah thil tam tak a awm,So many things are there in my mind
"Hahdam rawh, chawlh hahdam i mamawhin ka hria","Relax, I think you need to take rest"
Ka chawl thei rih lo,I can't take rest
Tinge i thutak viau a?,Why are you so serious?
A chhan a awm aniang e,There may be a reason
I thinlunga awm min hrilh rawh,Tell me what's on your heart
Ka rilruah engmah a awm lo e,Nothing in my mind
Ka ngaihtuah thei lo,I can't feel it
Thaw han la halh halh teh,Take a deep breath
A thawk tak tak lo,It's not working
Keimahin kan awm rih ange,Let me have private space
Inchhirna i neih chuan khawngaihin min hrilh dawnnia,If you regretted kindly let me know
Ka inchhir ka ring lo e,I think I will not be regretted
I chapo emai,You are so proud
Chu chu i lo buaina tur a ni lo,That's not your business
Ngaihtuahna tur hun min pe rawh,Give me a chance to think
I duhdanin hun hmang rawh,Take your time
Hringnun hi ka ngaihtuah mek,I am thinking human life
Thil ngaihtuah vak vak suh,Don't think too much
Hunin a la rawn hril ang,Time will tell
Ngaihtuah dan pawh ka thiam lo,I don't have any idea
Ka lo zirtir ang che,I will teach you
I ngai thutak hle tur a ni,You have to very serious
Ka pawm ang,I will accept
"Aih, ka pawm thei lo","No, I can't accept"
Mi a ang maiin awm suh,Don't be act like a fool
Ka a lo e,I am not fool
I fing hle mai,You are so clever
I rem hre hle mai,You are so clever
Thil ropui lua a ni lo,It's not a big deal
Ka chunga i thatna hi ka fak hle mai che,I appreciate your goodness to me
Kan za vai hian mihring kan ni vek e,We all are human beings
Tuman mi famkim an awm lo,No one is perfect
I sawi dik e,You are right
I dik dik e,You are right
Mitin hian insiamthatna tur kan nei vek,Everyone needs improvement
Engtia nun tur nge min zirtir rawh,Teach me how to behave
Kei ai fe chuan i thiam zawk e,You are far better than me
Kei ai fe chuan i tha zawk e,You are far better than me
Ka awih lo emai,I don't think so
Min ring rawh,Trust me
Ka lo ngaihtuah dawnnia,I will consider it
Min tiam rawh,Promise me
Ka tiam thei lo che,I can not promise you
Enga ti nge a harsat viau a?,Why it is so hard?
I ngaihtuah nawn a ngai,You have to think it twice
"Aw le, ka lo ngaihtuah dawnnia","Okay, I will think it"
I thil sawi avangin lawmthu ka hrilh a che,Thanks for your words
Hetah i awm chu ka lawm e,I am glad that you are here
Ngai zam mai mai rawh,Take it easy
"Aw le, tunah tan chuan a tawk rih e","Okay, it's enough for now"
Hun tha nei ang che,Have a good time
Kristian i ni em?,Are you a Christian?
"Aw, Kristian ka ni e.","Yes, I am a Christian"
Ringtu i ni em?,Are you a believer?
Biak inah i inkhawm ngai em?,Do you go to Church?
I inkhawm ngai em?,Do you go to Church?
"Aw, Pathianni tin ka inkhawm thin.","Yes, I go to church every Sunday"
Khawiah nge in biak in a awm?,Where is your church located?
Kawtthler pui ber emaw Zarkawtah a awm.,It is in the main street or Zarkawt
In biak inah engtik emaw chu inkhawm ve duh a ni.,I want to go to your church someday
Engtik hunah pawh kan lo lawm reng a che.,You are most welcome anytime
Tunge in Pastor?,Who is your Pastor?
Kan kohhran Pastor chu Rev. Mawia a ni,Our church Pastor is Rev. Mawia
Kohhran Upa in nei em?,Do you have church Elders?
Kohhran Upa engzat nge inneih?,How many church Elders do you have?
"Aw, Kohhran Upa kan nei e","Yes, we have church Elders"
Kohhran Upa paruk kan nei,We have six church Elders
Biak inah hla hla in sa ngai em?,Do you sing a song in the church?
Biak inah hla kan sa,We sing a song in the church
Hla Bu i nei em?,Do you have a hymn book?
"Hla Bu kan nei a, Kristian Hla Bu tiin kan sawi",We have a hymn book which is called Kristian Hla Bu
Eng nge i hla duh ber?,What is your favourite song?
Hla duh ber ka ngah,I have many favourite songs
"Ka hla duh ber chu ""Ka Lalpa duhtak min awmpui ang che"" tih a ni","My favourite song is ""Abide with me my Lord"""
Hla ropui tak a ni,It is a wonderful song
He hla hi chu ka naupan lai atanga ka duh tawh a ni.,I like this song since my childhood
Biak inah in tawngtai ngai em?,Do you pray at the church?
Biak ina tawngtai hi chu tih ngei ngei ngai a ni,Prayer is compulsory in the church
Engtianga tawngtai tur nge ka thiam lo,I don't know how to pray
I duh chuan ka tanpui ang che,I will help you if you wish
Tunah tunge tawngtai mek?,Who is praying now?
Kan inkhawm kaihhruaitu a tawngtai mek,Our chairman is offering prayer
Tunge biak inah inkhawm kaihhruaitu?,Who is the chairman in the church?
Upa Lawmsiama chu inkhawm kaihhruaitu a ni,Elder Lawmsiama is the chairman
Biak inah thawhlawm in khawn thin em?,Do you collect Offerings in the church?
Biak in inkhawmnaah thawhlawm khawn a ni,There is Offerings in the church service
Tute nge thawhlawm khawntu?,Who are the collectors of Offerings?
Tute nge thawhlawm lakhawmtu?,Who are the collectors of Offerings?
A tlangpui thuin kohhran thalai lamin inkhawm thawhlawm an khawn thin,Church Offerings are usually collected by youth fellowship members
A tlangpui thuin kohhran thalai lamin inkhawm thawhlawm an lakhawm thin,Church Offerings are usually collected by youth fellowship members
Biak inah in lam ngai em?,Do you dance at the church?
"Aw, lam hi kan kohhran kalphung pakhat a ni","Yes, dancing is one of the parts of our church tradition"
Tunge kohhranah thuhriltu?,Who is the preacher in the church?
Tunge kohhranah thusawitu?,Who is the preacher in the church?
Thuhril hi Pastor leh Kohhran Upa ten an ti thin,Preaching is done by Pastor and Elders
Eng kohhranah nge i lawi?,Which church do you belong?
Eng kohhran nge i nih?,Which church do you belong?
Presbyterian kohhran a mi ka ni e,I am a member of the Presbyterian Church
I lo tawngtai ang u,Let us pray
Ka'n tawngtai ang e,Let me pray
Pathian thu i lo ngaithla ang u,Let's listen to the words of God
Kan zavaiin i lo ding ang u,Let us all stand up
"Isua hmingin kan tawngtai, Amen","In Jesus' name, we pray, Amen"
Kan Pa duhtak vana mi,Dear Heavenly Father
Lalpa tawngtaina hmangin in tawngtai ngai em? Lalpa tawngtaina in sawi ngai em?,Do you pray in the Lord's prayer?
Lal biakna hmangin in tawngtai ngai em?,Do you pray in the Lord's prayer?
Lalpa tawngtaina in sawi ngai em?,Do you pray in the Lord's prayer?
Inkhawm hi a tlangpui thuin Lalpa tawngtaina in tihtawp thin a ni,Church service is usually concluded with the Lord's prayer
Kan Pastorin malsawm tawngtainain inkhawm tinna a ti tawp,Our Pastor concluded the congregation with a benediction
Tu in nge Bible chhiar leh tawngtaina hmang?,Who is doing Bible reading & Prayer?
Tunge inkhawm tantu?,Who is doing devotion?
Hla hla i lo sa ang u,Let's sing a song
Kan zavaiin i lo thu ang u,Let's all be seated
Pathian lehkhabu thianghlim atangin ka chhiar,I am reading from the Scripture
"Johana bung 15, chang 21 i lo chhiar ang u","Let's read to John chapter 15, verse 21"
Unaupa leh unaunu duhtak te u,Dear brothers and sisters
Biak inah ka kal ang,I will go to church
Ka inkhawm ang,I will go to church
Hun pawimawh bikah lo chuan ka inkhawm khat hle,I hardly go to church except on special occasions
Biak in lamah tal tam nasa teh,Be more active in the church
Inkhawm ban hunah ka lo hmu ang che,I will see you when the church service is over
Tunge in kohhran thlalai hruaitu?,Who is the youth leader in the church?
In kohhranh Sunde Sikul in nei em?,Do you have Sunday School in your church?
Sunde Sikul zirtirtu ka ni,I am a Sunday School worker
Tu nge in kohhran ziaktu,Who is your church secretary?
Upa Rammuanpuia hi kan kohhran sumvawngtu a ni,Eleder Rammuanpuia is our church treasurer
Engtia zingin nge i inkhawm thin?,How often do you go to church?
Nilai zan apiang leh Pathianni in ka inkhawm thin,I go to church every Wednesday night and Sunday
Inkhawm taima tak i ni ngei ngei ang,You must be a regular churchgoer
"Aw, hun ka neih phawt chuan inkhawm ka hlah ngai lo","Yes, if I have time I never missed church service"
I hun hman dan hi ka duhzawng tak a ni,I really like your lifestyle
"In biak in chu a mawi ngei mai, a cheimawi dan vel hian ka lung a kuai hle","Your church building is so beautiful, I am so impressed by its design."
Kan biak inah lo kal rawh,Come to our church
Khawngaihin kan biak inah inkhawm rawh,Please attend our church service
Biak in inkhawm laiin i mutthlu a ni maw?,Are you sleeping during the worship service?
Ka chau em a inkhawm laiin ka mutthlu,I am so tired and I slept during the worship service
Biak in dar engtikah hunah nge a rik tan ang?,What time does the church bell start ringing?
Engtikah hunah nge biak in dar a rik?,What time does the church bell start ringing?
Zing lamah inkhawm in nei thin em?,Do you have a morning worship service?
Inkhawmnaah eng tawng nge in hman?,Which language do you use in worship service?
Kan kohhran tan khawngaihin tawngtai rawh,Please pray for our church
Kan kohhran tan lo tawngtai thin ang che,Please pray for our church
Kan kohhran tawngtainaah kan lo hrereng ang che,We will remember you in our church prayer
Tawngtaina hi thlarau lama chakna hnar a ni,Prayer is a source of strength in spirit
Tawngtai theihnghilh suh ang che,Don't forget to pray
"Aw, ka theihnghilh lo ang","Yes, I will not forget"
"Ka tawnglettu hi a tangkai hle, amah pawh hi in kohhran mi a ni.","My language translator is very helpful, he is also a member of your church"
"Amah chu ka hria, ringtu tha tak a ni","I know him, he is a good Christian"
In kohhranah tawng lettu inneih chuan ka tan thusawi hriat a awlsam phah ngei ang.,"If you have a language translator in your church, it will be easier for me to understand the preaching."
"Lungngai suh, kan kohhrana i rawn kal hunah chuan nangmah tanpui tur chein ka awm a lawm.","Don't worry, I am here to help you when you come to our church"
Ringtute hi fakawm awm ka ti,I am appreciating Christian people
Kan vaiin misual kan nia mahse Isuan sual lakah min chhandam,We are all sinners but Jesus saves us from sin
Khawngaihin min tawngtai sak dawnnia,Please pray for me
Isua'n a hmangaih che,Jesus loves you
Isuan a tanpui thei che,Jesus can help you
Pathian a ropui e,God is great
Pathian chu min siamtu a ni,God is our Creator
Pathian hi ka tan engkim a ni,God is everything to me
Lalpa chu fakin awm rawh se,Praise the Lord
Lalpa'n vengin malsawm che rawh se,May the Lord bless you and keep you
Pathianin malsawmin veng che rawh se,May the Lord bless you and keep you
Bible chang min lehlin sak thei ang'em?,Can you translate Bible verse for me?
Bible chang ka lehlin sak ang che,I will translate Bible verses for you
Mizo Tawng lehlin hna i thawh avangin lawmthu ka sawi e.,Thanks for your Mizo language translation works
Chaw i ei tawh em?,Have you taken food?
Chaw i ei tawh em?,Had your food?
Chaw i ei em?,Do you eat food?
Engtikah nge chaw i ei ang?,When will you eat food?
Eng nge i ei a?,What are you eating?
Chaw ka ei tawh e,I had taken food
Chaw ka ei,I eat food
Chaw ka ei mek,I am eating food
Chaw ka la ei ang,I will eat food
Chaw ka ei tawh e,I am done
Chaw ka ei puar tawh e,I am done
Zanriah,Dinner
Zanriah,Supper
Chaw chhun,Lunch
Tukthuan,Breakfast
Thingpui ka in,I drink a tea
Thingpui ka in mek,I am drinking tea
Thingpui ka la in ang,I will drink tea
Thingpui i in duh em?,Do you like tea?
"Aw, thingpui ka in duh e","Yes, I like tea"
Coffee i in duh em?,Do you like coffee?
"Aih, coffee ka in duh lo","No, I don't like coffee"
Chaw ei tur lei ka duh,I want to order food
Thleng khat engzat man nge?,How much is one plate?
Thleng khat zelah Rs.50,Rs.50 per plate
Chawhmeh atan eng nge in chhawp tel?,What are you serving for curry?
Thlaihnah chauh ei ho ei thin ka chhawp,We are serving vegetarian food
"Thlaihnah chauh ni lo, sa lam chi in chhawp tel em?",Do you serving non-vegetarian food?
"Thlaihnah chauh ni lo, sa lam chi pawh duhthlan tur kan nei e.","Yes, we also option for non-vegeterian food"
Bawngsa ka lo duh ang e,I will take beef
Vawksa pawh kan nei,We also have pork
Vawksa hi ka chawhmeh duhber a ni,Pork is my favourite food
Arsa te hi?,What about chicken?
Arsa pawh ka ei thei tho,I can take chicken also
Thleng khat dang ka ei leh thei angem?,Can I have one more plate?
"Aw, i duh ang zat zat i ei thei e.","Yes, you can take as much as you want"
Chaw hi a tui,The food is tasty
Chaw hi a tui hle mai,The food is very tasty
Ka ei puar e,I am full
Ka ei kham e,I am full
Chaw chhum dan i thiam em?,Do you know how to cook food?
Ei siam dan i thiam em?,Do you know how to cook food?
Mizo chaw i siam thiam em?,Can you cook Mizo food?
Mizo chaw ka siam sak thei che.,I can cook Mizo food for you
Eng nge i chaw duh ber?,What is your favourite food?
Mizo tawnga chaw tia kan sawi chuan buh sawina a ni ber.,"If we say food in Mizo language, it commonly means rice"
Chawhmeh dang te engtin nge in sawi ve le?,How do you say the other food items?
Mizo zingah chuan 'chawhmeh' tia i sawi chuan buh ni lo chawhmeh dang zawng tihna a ni.,"Among the Mizo, if you say 'chawhmeh' which means all the food items other than rice."
Mizoramah chuan buh hi an chaw rin pui ber a ni.,Rice is the main food in Mizoram
Buh ni lo chaw a ei chi dang ho chu 'chawhmeh' tia sawi an ni.,Food items other than rice are called 'chawhmeh'
Mizo te chuan chawhmeh chhum tawp an ngaina,Mizo people like simple boiled food
Mizo chaw chu a tlangpuithuin a thak leh rimna chi pawlh neuh neuh a tlem.,Mizo food are commonly non-spicy
Kurtai i ei duh em?,Do you eat jaggery?
Thingpui inpahin kurtai ei tel ka duh,I like jaggery while drinking tea
Hei hi Mizo te chin dan dan a ni,This is a Mizo style
A hunah zel chaw ei tum thin ang che,Try to take food on time
Engati nge chaw i ei loh?,Why don't you take food?
Ka ril a la tam lo a ni,I am not yet hungry
A chhan ka hria,I know the reason
Engtin nge i hriat a?,How do you know?
Thingpui dawrah ka hmu che.,I saw you at the restaurant
Chaw i ei ang u,Let's have food
Khawiah nge ka thut ang?,Where will i sit?
A kilah khan thu rawh,Sit at the corner
I dawtah ka lo thu ang,I will sit next to you
Tui i duh em?,Do you want water?
Tui in tur ka duh,I want drinking water
Tui pangngai nge a dah vawh i duh zawk?,"Which one you like, normal or cold water?"
A enga pawh ka duh e,I can take anyone
Harsatna i nei lo ang maw?,Don't you have problem?
"Aih, harsatna ka nei lo e.","No, I don't have problem."
Mi fel tak i ni e.,You are a nice person
Chutiang sawi suh.,Don't say that
Ka insum thei lo.,I can't resist myself
I chawhmeh ngainat zawng min hrilh rawh,Tell me about your favourite food
Khawngaihin min zawt suh.,Please don't ask me
Zawhna atthlak ka zawh che vangin min ngaidam rawh,Sorry for asking silly question
"A tha lawm, pawiti suh","It's okay, never mind"
Inthian tha kan nia,We are a friend
Khawiah nge Mizo chaw ka lei theih ang?,Where can I buy Mizo food?
Thingpui dawrah kal rawh,Go to restaurant
Kalna tur ka hre lo a lawm,I don't know where to go
Ka hrilh ang che,I will tell you
Min hrilh rawh,Tell me
Ngaithla la,Listen
Ka ngaihthla ang,I will listen
Ka ngaithla uluk viau ang,I will listen carefully
Google a Mizo tawng lehlin theihna i ti chhin tawh em?,Have you tried Mizo google translate?
Google tawng lenlinna a awm a mi?,Is it available in google translate?
Google in Mizo tawng lehlinna an dah tawh,Google has added Mizo language translate
Mizo tawng hmang lo te tan google tawng lehlinna a tangkai ang,Google translate will be useful for non-Mizo speaking people.
Google-ah chawhmeh hming te i letling thei em?,Can you translate the name of food items in Google?
Google tawng lehlinna h hna tam tak thawh tur a la awm,More works to be done on google translate
"Engpawhnise, Mizo chaw ka ei a nuam ka ti hle.","Anyway, I enjoy Mizo food"
I ei leh in siamthiamna hi fakawm ka ti hle,I really appreciate your culinary skill
I tawngkam tha avangin ka lawm e.,Thank for your kind words.
"Kei chu engmah ka ni lo a, mahse, ka theihtawp ka chhuah.","I am nothing, but I try my best."
Biak in ah ka rawn hmu dawn che ania.,I will see you at the Church.
Ka kal mai e aw.,I am off now
Hunawl i neih hunah lo kal nawn leh ang che.,Come again when you have free time
Ka lo kal fo ang,I will come often
A tha vek e,All right
Mizo chawhmeh siama a pawlh ho tur ka hre duh,I want to know Mizo food recipee
A thawnthu a thui lutuk.,It's a long story
Tawngkam mawlte in min hrilh rawh.,Tell me in simple words
Ka thu i awih chuan ka la hrilh ang che.,I will tell you if you obey my command
"Aw le, ka lo ti dawn nia.","Okay, I will do it"
Thil sawi ngaithlatu tha tak i ni e.,You are a good listener
Chawlh la rih lawk ang aw.,Let's have a break for a while.
Vawiin khaw awmdan eng nge?,How is the weather today?
Ruah a sur mek,It's raining
"Aih, ruah a sur lo","No, it's not raining"
Ruah a sur mek em?,Is it raining?
Ni a sa,It's sunny
Khawpui ri i hria em?,Can you hear the thunder?
Ruah a sur seng seng,It's drizzling
Pawn lamah ruah a sur mek,It's raining outside
Ruahsur banah ka lo kal ang,I will come after the rain is over
Chhimbal ka hmu,I see the rainbow
Chhum lo chat lo vin ruah a sur char char,It's raining cat and dog
Ruahsur hi ka ning tak zet a ni,I am fed up with raining
Malsawm ruah,Shower of blessing
Ruahsur vangin pawnah ka chhuak thei lo,I can not go out because of rain
I awmna hmunah ruah a sur ve em?,Is it also raining in your place?
I awmna hmun a him em?,Is your place safe?
"Aw, a him e","Yes, it's safe"
"Aih, a him lo","No, it's not safe"
Pawi ka tih pui hle mai che,Sorry to hear that
"A pawi lo, a tha ve leh mai ang","It's okay, It will be fine"
Min ngaihven avangin ka lawm e,Thanks for bothering about me
Lo him zel rawh,Stay safe
Nih theih ka duh,I wish i can
I tha leh thuai ang,You will be fine soon
Ka beisei khawp mai,I hope so
Ka kal a hun tlat mai,I have to go
Kan la inhmu leh dawnnia,See you around
Mi fel tak a ni e,He is a nice person
Mi felte hi ka ngaina,I like good people
Misualte ka ngaina lo,I don't like bad people
Misual ka ni lo,I am not a bad person
Tunge misual i ni ti che?,Who said you are bad person?
I thusawi dan atangin ka hrethiam mai,I can understand from your speech
I hredik lo a nih chu,You are wrong
"Anih chuan, eng nge tih dan tur min hrilh la","Then, tell me what to do"
Engkim i hre vek turah ka ngai,I think you know everything
Min hrilh loh chuan engtin nge ka hriat ang?,"If you don't tell, how will i know?"
Mi puitling nih tum rawh,Try to be a matured person
Tumah famkim an awm lo,Nobody is perfect
Ka hrethiam e,I can understand
I hriatthiam ka beisei,I hope you understand
Mi pangngai mai ka ni e,I am just a normal person
Ka ho lo a nia aw,I am not silly
"Aw, ka thutak ania","Yes, I am serious"
Min chhaih kual vel suh aw,Don't play around me
Ka fiamthu lo ania,I am not joking
Lo hlim ang che,Be happy
Nun hi a ninawm em a ni,Life is boring
Hlimna chhan tur tam tak a awm,There are many reason to be happy
Mi hlim tak ka ni e,I am a happy person
"A tha e, khawngaihin chhunzawm ang che","Good, please continue"
Min ngaihthlak avangin ka lawm e,Thanks for listening me
Ka rawn zui ang che,I will follow you
Min zui rawh,Follow me
Reilote min lo nghak lawk rawh,Wait for a minute
I duh anga tih hi alawm ka tum ni,Your wish is my command
Ka lo lawm a che,You are welcome
Naktukah kan inhmu dawnnia,I will see you tomorrow
Hunawl ka nei lo a,I don't have free time
Khawngaihin neih tum la,Please try to have
Tih theih a ni lo,It's impossible
I beih chuan i hlawhtling ngei ang,If you try you will succeed
Chakna ka nei lo,I don't have energy
Ka lainat hle mai che,I feel pity for your
Hringnun hi a awlsam lo,Life is not easy
"Zawl dawh la, dawhtheihna nei ang che",Be calm and have patience
Khawngaihin kal bo rawh,Please go away
Min haw suh,Don't hate me
Ka hua che,I hate you
Ka haw lo che,I don't hate you
I thian ka ni e.,I am your friend
Rilru lam daktawr,Psychiatrist
Ha daktawr,Dentist
Ha daktawr,Dental surgeon
"Chibai, John, I tha maw?","Hello, John, are you okay?"
"Hey, Liana, ka tha e.","Hey, Liana, I am fine"
Kan inhmuhna kha a rei ta hle mai.,It's been a long time we have met
"Ni e, kum khat chuang a ni tawh ang.","Yes, it's more than one year"
Khawiah nge hna i thawh tak a?,Where are you working right now?
Airtel company ah ka thawk a.,I am working in Airtel company
"Awhaw, a va ropui ve, chanchin lawmawm tak a ni.","Wow, great, that's a good news"
In company chu enge a an?,How is your company?
Hnathawhna nuam tak a ni.,It is a nice place to work.
Hriat a nuam hle mai.,Nice to hear
Nang tunlai enge i chanchin?,What about you these day?
Hnazawng turin ka inbuatsaih a.,I am preparing for job exam
"A va tha ve, duhsakna ka hlan a che.","Cool, all the best."
Ka lawm e.,Thank you
"Thudang alai chuan, i Pa a dam tha em?","By the way, how is your father?"
"Aih, a dam tha lo, mahse, ngaihtuahawm a ni lo e.","No, he is not well but not serious."
"A va pawi ve, mahse a damthat leh thuai ka beisei.","So sad, but i hope he will be getting better soon."
"Ni e, a damtha ve leh thuai ang.","Yes, he will be fine soon."
Corona natna lak atang hian kan fimkhur tur a ni.,We have to be bery careful from Corona virus
"Nie, an sawi dan chuan, he natna enkawlna tur damdawi mumal a la awm lo an ti.","Yes, they said that there is no proper medicine for this disease."
"A dik chiah, a invenna damdawi pawh a awm lo.","Certainly, there is also no vaccine"
Covid-19 hi natna hlauhawm tak a ni.,Covid-19 is a very dangerous disease
Inkharkhip chhung in engtin nge nun i hman?,How to you spend life during lockdown?
Ka chhungte nen inah kan awm tawp a ni mai.,I am just staying at home with my family.
A ninawm i ti thin em?,Do you get bored?
"Teh rengmai, a chang chuan kal chhuah ka ngai thin.","Of course, sometime i need to go out."
"Mahse, thil lei tura i kal pawn fimkhur ang che.","But, be careful if you go for shopping"
"Aw, ka kalchhuah apiangin ka hmai ka tuam thin.","Yes, i am wearing mask whenever i go out"
Kut silfaina hmang theihnghilh suh ang che.,Don't forget to use hand sanitizer
"Tehrengmai, ka ipteah ka pai ziah.","Sure, I always keep in my pocket"
"Engpawhnise, ka kal angai tlat, kan inhmu leh dawnnia.","Anyway, I have to go, see you later"
Fimkhur la aw,Take care
Thiantha tak a ni,He is a nice friend
"Khatiang thian tha ka nei kha, ka lawm ngawt mai.",I am glad that I having such a good friend
Pathian hi ka tan a tha a ni.,God is good to me
Ka nupui tan chocolate ka'n lei ang e.,Let me buy chocolate for my wife
Pasal tha tak chu ka ni ve in ka inhria.,I think I am a good husband
Zaninah ka rawn bia ang che.,I will call you on tonight
"Aw le, theihnghilh suh ang che.","Okay, don't forget"
Ka theihnghilh lo ang.,I will not forget
Mizo tawng thiam ka va'n chak tak,I wish I can speak Mizo language
"Lungngai suh, ka la zirtir ang che","Don't worry, I will teach you"
"Mahse, hun i nei ngai lo a",But you never have time
Inkharkhip lai hian hun ka nei ang,I will have time during lockdown
Hunin a la hril ang chu,Time will tell
Min ring lo in ka hria,I think you don't trust me
"Ni lo, ka ring a che","No, I trust you"
"Aw le, karlehah tih tum ila","Okay, let's plan on next week"
A nuam duh ngawt ang,It will be interesting
Ka haw tawh mai ang e.,Let me go home now
Taksa hmet dam thei rawn ka ngai.,I need to consult physiotherapist.
Khawnge mi zaitu daktawr ka hmuh theih ang?,Where shall i meet surgeon?
Ha daktawr hmuh ka ngai.,I need to meet dentist.
Daktawr ka hmu thei angem?,Can i meet doctor?
"Aw, a awm lai ania, i hmu thei e.","Yes, he is available and you can meet him."
"Aih, a buai rih a, nakinah i la hmu thei ang.","No, he is busy and you can meet him later on."
"Ka chanchin hi a pawimawh sia, tuna hmuh ngei a ngai.","My case is so important, i need to meet him now."
"Lo nghak rawh, amah kan zawt ang e.","Wait, let me ask him."
"A awl e, i hmu thei e.","He is free, you can meet him."
I chanchin min hrilh rawh le.,Tell me about your case.
Ka pumpui hi ka sawisel a.,I have a stomach problem.
A na ti thin em?,Do you feel pain?
"Aw, na ka ti thin khawp mai.","Yes, i feel severe pain."
"Awle, ultrasound a enfiah phawt i ngai.","Okay, you need to do ultrasound test."
"He lehkhapuan hi la la, pindan lehlamah va inenfiah tir rawh.",Take this paper and have a test on next room.
Ka ha phawi tir ka ngai.,I need to do tooth extraction.
Khawnge daktawr laboratory hi a awm le?,Where is doctor laboratory?
Hetiang damdawi chawh hi i ei angai.,You have to follow this prescription.
Heng damdawi te hi a ei dan tur ka hre lo.,I don't know how take these medicine
Daktawr lehkhaah khan a inziak vek e.,It's written in the doctor prescription paper.
"Awle, a mi chawh ang chu ka lo zawm dawnnia.","Okay, i will follow the prescription."
I hriselna i uluk dawnnia.,Take care your health.
Damdawi te a hun takah ei ang che.,Take medicine on time.
He damdawi hi chawei hmaa ei tur a ni.,This medicine is to take before food.
He damdawi hi nikhatah vawi 2 ei tur a ni.,This medicine is to take bi-daily.
He damdawi hi mut hmaa ei tur a ni.,Take this medicine before sleep.
He damdawi hi i riltam laiin i ei dawnnia.,Take this medicine when you are in hungry.
Damdawiinah dahluh i ngai.,You need to get admit in hospital.
Awmpuitu ka nei thei angem?,Can i have attendant?
Mi pakhat awmpuitu i nei ang.,You will have one attendant.
Damdawiin lamin chaw ei tur min pe angem?,Will the hospital provide food?
"Aih, pawn lam atangin chaw eitur i lak angai.","No, you have to get food from outside."
Vawiinah engtik hunah nge daktawr a lo kal ang?,When the doctor will come today?
Hemi thil hi daktawr sawipui ka ngai.,I have to discuss this case with doctor.
A ni telin ka ziawm zel e.,I am improving day by day.
Engtikah nge min chhuahtir theih ang?,When will i get discharge?
Khawilai nge damdawi zawrhna dawr?,Where is pharmacy shop?
Damdawi lei ka duh.,I want to buy medicine.
Pek khat min pe rawh.,Give me one packet.
Pawisa nawi i nei em?,Do you have change?
Heng ho ken nan hian plastic ip min pe rawh.,Give me plastic bag to carry these
Enge ka inentirna chu a an?,How is my test result?
"I tha e, mahse, damdawi i ei angai.","You are fine, but you need medicine."
Ka nghawngah khawihli ka vei a.,I have a boil in my neck.
Mit daktawr rawn ka ngai.,I need to consult eye doctor.
Ka hnungzangah hian na ka nei a.,I have a pain in my back.
Ka kawng ka herh a.,I am feeling chest pain.
Kawng herh damdawi i nei em?,Do you have medicine for chest pain?
Arngeng tih reh dan tur ka duh.,I want to get rid of pimples.
Khak entir ka ngai.,I want to test sputum.
Ka zun entir ka duh.,I want to test my urine.
Ka ek entir ka duh.,I want to do stool analysis
X-ray va inentir rawh le.,Get an X-ray test.
Hemi inentir tur hian chawnghei ka ngai em?,Do i need to take fast for this test?
Engtik nge damlo kan hun?,When is visiting hour?
Zingah daktawr a awm angem?,Will the doctor be available on morning?
Chawlhkar khat hnuah rawn kal leh ang che.,Come again after one week.
He harsatna hi thla hmasa atang khan ka nei tan.,I have this problem from last month.
Tawnglettu ka neih loh chuan keimah chuan ka insawifiah thiam lo.,If i am not having translator i cant express myself.
I thil ei thinah chintawk nei thiam ang che.,Make a restriction on your diet.
"He damdawi hi chu a to lutuk a, ka lei zo lo a ni.","This medicine is very costly, i cant afford it."
"He damdawi hi ei ta ila, ei rei angai angem?","If i take this medicine, do i need to take it for long?"
"Aw, thla hnih chhung i ei angai.","Yes, you need to take for two months."
"Ka awm a nuam lo, ka luak.","I am feeling nausea, i am vommitting."
Motor ka rui.,I having suffering motion sickness.
Ka kua a tha lo.,I am suffering from diarrhoea
Ka beng a ana.,My ear is paining.
Ka thaw a chham.,I am fainting.
I chau nghulh em?,Do you feel nausea?
Ka chiang kuang lo a ni.,I am not okay
Ka chaw ei a tui lo.,I don't have appetite.
Ka lu a hai muai muai.,I am having dizziness.
Luna benvawn ka nei.,I have migrain
Ka awm a nuam lo.,I am not feeling well.
I thlan a tla thin em?,Do you have sweating?
Ka ha ah kua a awm.,I have cavity in my tooth.
Ka la rawn rawn leh ang che.,I will consult you again.
